BE,DE,DK,GB,NO,NL,time,hour,dayofweek,month
0.803826745,0.443953773,0,0.099465241,0.3853851,0,27/03/2018 01:00,1,1,3
0.778595458,0.440656347,0,0.099108734,0.386056255,0,27/03/2018 02:00,2,1,3
0.722245585,0.438951833,0,0.098395722,0.387846001,0,27/03/2018 03:00,3,1,3
0.669890664,0.438612674,0,0.132620321,0.387073156,0,27/03/2018 04:00,4,1,3
0.638141295,0.437658845,0,0.176114082,0.409729708,0,27/03/2018 05:00,5,1,3
0.640874685,0.442566622,0,0.356506239,0.406801033,0,27/03/2018 06:00,6,1,3
0.676408747,0.445981752,0,0.351871658,0.416949704,0,27/03/2018 07:00,7,1,3
0.731497056,0.441812451,0,0.311229947,0.421525758,0,27/03/2018 08:00,8,1,3
0.826324643,0.441459342,0,0.223172906,0.425186601,0,27/03/2018 09:00,9,1,3
0.866063919,0.447001844,0,0.152941176,0.427139051,0,27/03/2018 10:00,10,1,3
0.885197645,0.449771787,0,0.146524064,0.427525473,0,27/03/2018 11:00,11,1,3
0.871740959,0.448756926,0,0.147237077,0.428461022,0,27/03/2018 12:00,12,1,3
0.851555929,0.447885052,0,0.149376114,0.4280746,0,27/03/2018 13:00,13,1,3
0.821068124,0.448071633,0,0.166131907,0.428013586,0,27/03/2018 14:00,14,1,3
0.796888141,0.444564957,0,0.18573975,0.428989811,0,27/03/2018 15:00,15,1,3
0.768923465,0.440709531,0,0.37540107,0.42878643,0,27/03/2018 16:00,16,1,3
0.707737595,0.439650204,0,0.449554367,0.406333259,0,27/03/2018 17:00,17,1,3
0.682926829,0.439783601,0,0.473796791,0.405641766,0,27/03/2018 18:00,18,1,3
0.69175778,0.441425339,0,0.353654189,0.404746893,0,27/03/2018 19:00,19,1,3
0.722245585,0.441647667,0,0.283065954,0.404645203,0,27/03/2018 20:00,20,1,3
0.745794786,0.448244264,0,0.223529412,0.406902723,0,27/03/2018 21:00,21,1,3
0.791631623,0.451088316,0,0.164349376,0.407146779,0,27/03/2018 22:00,22,1,3
0.830950378,0.447371518,0,0.137611408,0.410055116,0,27/03/2018 23:00,23,1,3
0.859125315,0.44599047,0,0.106951872,0.410624581,0,28/03/2018 00:00,0,2,3
0.823380992,0.444317345,0,0.086987522,0.410685595,0,28/03/2018 01:00,1,2,3
0.818544996,0.446558932,0,0.081996435,0.410197482,0,28/03/2018 02:00,2,2,3
0.815601346,0.448530239,0,0.080213904,0.410278834,0,28/03/2018 03:00,3,2,3
0.779857023,0.45504488,0,0.108734403,0.410726271,0,28/03/2018 04:00,4,2,3
0.773549201,0.456439006,0,0.223172906,0.410136468,0,28/03/2018 05:00,5,2,3
0.780908326,0.456234987,0,0.300178253,0.409892412,0,28/03/2018 06:00,6,2,3
0.76745164,0.456912433,0,0.357219251,0.409261933,0,28/03/2018 07:00,7,2,3
0.716778806,0.460806222,0,0.384670232,0.409017877,0,28/03/2018 08:00,8,2,3
0.722666106,0.46330414,0,0.352941176,0.409933088,0,28/03/2018 09:00,9,2,3
0.743692178,0.469398538,0,0.303030303,0.41011613,0,28/03/2018 10:00,10,2,3
0.751051304,0.469052404,0,0.173618538,0.41196689,0,28/03/2018 11:00,11,2,3
0.789949537,0.46500691,0,0.148663102,0.411560129,0,28/03/2018 12:00,12,2,3
0.79079058,0.46679861,0,0.151871658,0.412027904,0,28/03/2018 13:00,13,2,3
0.7558873,0.46806893,0,0.166488414,0.404401147,0,28/03/2018 14:00,14,2,3
0.913162321,0.468463889,0,0.19144385,0.398909882,0,28/03/2018 15:00,15,2,3
0.899915896,0.469631328,0,0.29197861,0.392971181,0,28/03/2018 16:00,16,2,3
0.866063919,0.469463057,0,0.322638146,0.38282251,0,28/03/2018 17:00,17,2,3
0.802775442,0.470106499,0,0.142602496,0.380178568,0,28/03/2018 18:00,18,2,3
0.834735071,0.473097898,0,0.416042781,0.378368484,0,28/03/2018 19:00,19,2,3
0.899705635,0.477133802,0,0.226381462,0.379161667,0,28/03/2018 20:00,20,2,3
0.899495374,0.480473951,0,0.114081996,0.379568427,0,28/03/2018 21:00,21,2,3
0.898023549,0.481025847,0,0.095187166,0.380097216,0,28/03/2018 22:00,22,2,3
0.843566022,0.485316338,0,0.084491979,0.378795583,0,28/03/2018 23:00,23,2,3
0.819386039,0.48977946,0,0.069875223,0.377575302,0,29/03/2018 00:00,0,3,3
0.838940286,0.489995684,0,0.064884135,0.378165104,0,29/03/2018 01:00,1,3,3
0.830740118,0.492245119,0,0.064527629,0.378958287,0,29/03/2018 02:00,2,3,3
0.873212784,0.492533709,0,0.064171123,0.377819358,0,29/03/2018 03:00,3,3,3
0.912321278,0.492355847,0,0.091622103,0.377453273,0,29/03/2018 04:00,4,3,3
0.916316232,0.501606427,0,0.193939394,0.379039639,0,29/03/2018 05:00,5,3,3
0.916947014,0.49314402,0,0.376827094,0.376904147,0,29/03/2018 06:00,6,3,3
0.9127418,0.501569809,0,0.497326203,0.374768655,0,29/03/2018 07:00,7,3,3
0.911269975,0.50513926,0,0.479857398,0.373161952,0,29/03/2018 08:00,8,3,3
0.901808242,0.512374941,0,0.35828877,0.37369074,0,29/03/2018 09:00,9,3,3
0.925777965,0.522733673,0,0.205347594,0.375805894,0,29/03/2018 10:00,10,3,3
0.932926829,0.516961869,0,0.145098039,0.374951697,0,29/03/2018 11:00,11,3,3
0.929562658,0.531529136,0,0.087344029,0.374870345,0,29/03/2018 12:00,12,3,3
0.931665265,0.544622065,0,0.082352941,0.372938233,0,29/03/2018 13:00,13,3,3
0.928301093,0.549409523,0,0.124064171,0.375094063,0,29/03/2018 14:00,14,3,3
0.928931876,0.552864759,0,0.134046346,0.374504261,0,29/03/2018 15:00,15,3,3
0.903069807,0.55718315,0,0.17540107,0.37379243,0,29/03/2018 16:00,16,3,3
0.872582002,0.555128144,0,0.221033868,0.373650064,0,29/03/2018 17:00,17,3,3
0.872371741,0.558223296,0,0.242424242,0.371514572,0,29/03/2018 18:00,18,3,3
0.870689655,0.555371396,0,0.209982175,0.372490797,0,29/03/2018 19:00,19,3,3
0.871110177,0.554168211,0,0.135115865,0.373161952,0,29/03/2018 20:00,20,3,3
0.87216148,0.559307907,0,0.104812834,0.372084037,0,29/03/2018 21:00,21,3,3
0.888141295,0.569058071,0,0.096613191,0.374361895,0,29/03/2018 22:00,22,3,3
0.890874685,0.562983726,0,0.085561497,0.373751754,0,29/03/2018 23:00,23,3,3
0.891505467,0.565318604,0,0.077361854,0.374056824,0,30/03/2018 00:00,0,4,3
0.892767031,0.564778043,0,0.075222816,0.373222966,0,30/03/2018 01:00,1,4,3
0.891715728,0.561733459,0,0.076648841,0.373039924,0,30/03/2018 02:00,2,4,3
0.889192599,0.560838917,0,0.092691622,0.371982347,0,30/03/2018 03:00,3,4,3
0.904541632,0.557357525,0,0.105525847,0.372104375,0,30/03/2018 04:00,4,4,3
0.909167368,0.559143994,0,0.118003565,0.372877219,0,30/03/2018 05:00,5,4,3
0.901597981,0.558324433,0,0.176114082,0.371799304,0,30/03/2018 06:00,6,4,3
0.893187553,0.559846725,0,0.309090909,0.37122984,0,30/03/2018 07:00,7,4,3
0.881202691,0.558832735,0,0.32798574,0.370680713,0,30/03/2018 08:00,8,4,3
0.884566863,0.56204559,0,0.290196078,0.369867193,0,30/03/2018 09:00,9,4,3
0.882464256,0.556687926,0,0.260962567,0.369114686,0,30/03/2018 10:00,10,4,3
0.878679563,0.550874271,0,0.162923351,0.369846855,0,30/03/2018 11:00,11,4,3
0.896131203,0.541737906,0,0.201069519,0.37102646,0,30/03/2018 12:00,12,4,3
0.896551724,0.505209882,0,0.133333333,0.37092477,0,30/03/2018 13:00,13,4,3
0.892136249,0.503732928,0,0.070944742,0.370477333,0,30/03/2018 14:00,14,4,3
0.870479394,0.514478772,0,0.079144385,0.369745165,0,30/03/2018 15:00,15,4,3
0.822119428,0.535926867,0,0.221033868,0.369521446,0,30/03/2018 16:00,16,4,3
0.836837679,0.53502535,0,0.320499109,0.369989221,0,30/03/2018 17:00,17,4,3
0.859756098,0.539763112,0,0.381461676,0.36948077,0,30/03/2018 18:00,18,4,3
0.867746005,0.548487953,0,0.31372549,0.369887531,0,30/03/2018 19:00,19,4,3
0.900967199,0.550596144,0,0.226024955,0.36712156,0,30/03/2018 20:00,20,4,3
0.910639193,0.550327607,0,0.146524064,0.367182574,0,30/03/2018 21:00,21,4,3
0.914423886,0.551430527,0,0.125846702,0.355081454,0,30/03/2018 22:00,22,4,3
0.916947014,0.547473092,0,0.09483066,0.356606805,0,30/03/2018 23:00,23,4,3
0.921152229,0.54484788,0,0.08627451,0.35748134,0,31/03/2018 00:00,0,5,3
0.917157275,0.541010763,0,0.081283422,0.357928776,0,31/03/2018 01:00,1,5,3
0.918839361,0.536249461,0,0.07771836,0.357847424,0,31/03/2018 02:00,2,5,3
0.91568545,0.53599313,0,0.07771836,0.357644044,0,31/03/2018 03:00,3,5,3
0.890664424,0.540761407,0,0.086987522,0.359799874,0,31/03/2018 04:00,4,5,3
0.883095038,0.545127751,0,0.100891266,0.359006691,0,31/03/2018 05:00,5,5,3
0.872371741,0.550393869,0,0.106595365,0.359982916,0,31/03/2018 06:00,6,5,3
0.858074012,0.554943306,0,0.192156863,0.360064268,0,31/03/2018 07:00,7,5,3
0.862910008,0.559803131,0,0.239572193,0.360532043,0,31/03/2018 08:00,8,5,3
0.871320437,0.565244495,0,0.251693405,0.353861173,0,31/03/2018 09:00,9,5,3
0.889823381,0.565309014,0,0.19714795,0.349041062,0,31/03/2018 10:00,10,5,3
0.880361648,0.567254164,0,0.089839572,0.34845126,0,31/03/2018 11:00,11,5,3
0.863120269,0.566019591,0,0.079500891,0.347515711,0,31/03/2018 12:00,12,5,3
0.851135408,0.565565345,0,0.076292335,0.346885233,0,31/03/2018 13:00,13,5,3
0.835365854,0.566295975,0,0.076648841,0.347129289,0,31/03/2018 14:00,14,5,3
0.843566022,0.566676112,0,0.07771836,0.346763204,0,31/03/2018 15:00,15,5,3
0.8372582,0.567510495,0,0.234224599,0.346315768,0,31/03/2018 16:00,16,5,3
0.862489487,0.566606362,0,0.42459893,0.348288556,0,31/03/2018 17:00,17,5,3
0.862279226,0.566132063,0,0.494474153,0.346966585,0,31/03/2018 18:00,18,5,3
0.865222876,0.569256858,0,0.478431373,0.347414021,0,31/03/2018 19:00,19,5,3
0.898444071,0.572704247,0,0.281996435,0.346356444,0,31/03/2018 20:00,20,5,3
0.92430614,0.574882188,0,0.142602496,0.345644613,0,31/03/2018 21:00,21,5,3
0.917157275,0.573390412,0,0.092691622,0.344973459,0,31/03/2018 22:00,22,5,3
0.929142136,0.571220318,0,0.077005348,0.344261628,0,31/03/2018 23:00,23,5,3
0.93881413,0.570283054,0,0.080926916,0.343041347,0,04/01/2018 00:00,0,3,1
0.917157275,0.566227097,0,0.167914439,0.344078586,0,04/01/2018 01:00,1,3,1
0.810134567,0.567125127,0,0.19144385,0.344688727,0,04/01/2018 02:00,2,3,1
0.837047939,0.565915838,0,0.187878788,0.343122699,0,04/01/2018 03:00,3,3,1
0.842094197,0.565089302,0,0.093048128,0.342166812,0,04/01/2018 04:00,4,3,1
0.847350715,0.565780698,0,0.100178253,0.341760052,0,04/01/2018 05:00,5,3,1
0.85765349,0.567160002,0,0.078787879,0.343875206,0,04/01/2018 06:00,6,3,1
0.852817494,0.572106142,0,0.087700535,0.343671826,0,04/01/2018 07:00,7,3,1
0.869007569,0.573770549,0,0.132976827,0.343041347,0,04/01/2018 08:00,8,3,1
0.902439024,0.572081729,0,0.171479501,0.342593911,0,04/01/2018 09:00,9,3,1
0.903490328,0.569677973,0,0.160427807,0.341861742,0,04/01/2018 10:00,10,3,1
0.904751892,0.566948137,0,0.127629234,0.341902418,0,04/01/2018 11:00,11,3,1
0.905172414,0.562271406,0,0.089839572,0.343041347,0,04/01/2018 12:00,12,3,1
0.902859546,0.558094258,0,0.062032086,0.343753178,0,04/01/2018 13:00,13,3,1
0.882464256,0.523973478,0,0.061675579,0.343143037,0,04/01/2018 14:00,14,3,1
0.86921783,0.51697669,0,0.062032086,0.342654925,0,04/01/2018 15:00,15,3,1
0.86038688,0.531366095,0,0.096613191,0.341902418,0,04/01/2018 16:00,16,3,1
0.852817494,0.557355781,0,0.276648841,0.343997234,0,04/01/2018 17:00,17,3,1
0.853658537,0.556806501,0,0.298752228,0.342614249,0,04/01/2018 18:00,18,3,1
0.855340622,0.555445506,0,0.278787879,0.341821066,0,04/01/2018 19:00,19,3,1
0.85744323,0.552339019,0,0.198573975,0.341129574,0,04/01/2018 20:00,20,3,1
0.864381833,0.552803728,0,0.145454545,0.342939657,0,04/01/2018 21:00,21,3,1
0.883936081,0.550311913,0,0.140106952,0.342675263,0,04/01/2018 22:00,22,3,1
0.883095038,0.549823664,0,0.118360071,0.342410869,0,04/01/2018 23:00,23,3,1
0.880571909,0.550312785,0,0.09197861,0.342654925,0,04/02/2018 00:00,0,6,2
0.882674516,0.54875649,0,0.076648841,0.340499095,0,04/02/2018 01:00,1,6,2
0.881412952,0.546880218,0,0.075222816,0.341312616,0,04/02/2018 02:00,2,6,2
0.881412952,0.546956071,0,0.076292335,0.341251602,0,04/02/2018 03:00,3,6,2
0.876576955,0.544102428,0,0.075935829,0.341109235,0,04/02/2018 04:00,4,6,2
0.870689655,0.543375285,0,0.088413547,0.341129574,0,04/02/2018 05:00,5,6,2
0.86038688,0.543494732,0,0.085204991,0.34137363,0,04/02/2018 06:00,6,6,2
0.855550883,0.542938476,0,0.074153298,0.340783827,0,04/02/2018 07:00,7,6,2
0.87195122,0.548307475,0,0.137611408,0.340295715,0,04/02/2018 08:00,8,6,2
0.873212784,0.548865474,0,0.157575758,0.340356729,0,04/02/2018 09:00,9,6,2
0.860176619,0.54886809,0,0.098752228,0.341007545,0,04/02/2018 10:00,10,6,2
0.853868797,0.542357808,0,0.052049911,0.340458419,0,04/02/2018 11:00,11,6,2
0.84293524,0.543002123,0,0.05026738,0.340173687,0,04/02/2018 12:00,12,6,2
0.850294365,0.541190369,0,0.041354724,0.340295715,0,04/02/2018 13:00,13,6,2
0.855971405,0.541188626,0,0.041354724,0.342166812,0,04/02/2018 14:00,14,6,2
0.86333053,0.535671408,0,0.042424242,0.341922756,0,04/02/2018 15:00,15,6,2
0.872371741,0.531463745,0,0.104099822,0.338689011,0,04/02/2018 16:00,16,6,2
0.879941127,0.531153358,0,0.216755793,0.340010983,0,04/02/2018 17:00,17,6,2
0.90412111,0.531434102,0,0.251336898,0.341393968,0,04/02/2018 18:00,18,6,2
0.906013457,0.530181219,0,0.254901961,0.340255039,0,04/02/2018 19:00,19,6,2
0.904541632,0.530665109,0,0.173262032,0.338994082,0,04/02/2018 20:00,20,6,2
0.894659378,0.529171589,0,0.08342246,0.33962456,0,04/02/2018 21:00,21,6,2
0.87489487,0.529383454,0,0.100534759,0.339177124,0,04/02/2018 22:00,22,6,2
0.841042893,0.526130493,0,0.097682709,0.341149912,0,04/02/2018 23:00,23,6,2
0.833894029,0.522551451,0,0.099108734,0.342227826,0,04/03/2018 00:00,0,6,3
0.832211943,0.523226282,0,0.098039216,0.343244727,0,04/03/2018 01:00,1,6,3
0.831160639,0.519370856,0,0.098039216,0.34403791,0,04/03/2018 02:00,2,6,3
0.834735071,0.516985409,0,0.094474153,0.344383656,0,04/03/2018 03:00,3,6,3
0.849663583,0.520222677,0,0.094474153,0.344546361,0,04/03/2018 04:00,4,6,3
0.874053827,0.526653618,0,0.107308378,0.345278529,0,04/03/2018 05:00,5,6,3
0.880992431,0.528823711,0,0.109090909,0.369602799,0,04/03/2018 06:00,6,6,3
0.868166526,0.527123558,0,0.121212121,0.370253615,0,04/03/2018 07:00,7,6,3
0.844196804,0.528969314,0,0.263814617,0.368951982,0,04/03/2018 08:00,8,6,3
0.824852817,0.529117533,0,0.192869875,0.36712156,0,04/03/2018 09:00,9,6,3
0.788057191,0.527638835,0,0.088057041,0.368301165,0,04/03/2018 10:00,10,6,3
0.809714045,0.532979062,0,0.033868093,0.369806179,0,04/03/2018 11:00,11,6,3
0.832001682,0.536831,0,0.032085561,0.368992658,0,04/03/2018 12:00,12,6,3
0.8431455,0.535593811,0,0.032798574,0.370579023,0,04/03/2018 13:00,13,6,3
0.877207738,0.529954532,0,0.060606061,0.371290854,0,04/03/2018 14:00,14,6,3
0.864802355,0.528579587,0,0.094117647,0.371860318,0,04/03/2018 15:00,15,6,3
0.867325484,0.532601541,0,0.132976827,0.369765503,0,04/03/2018 16:00,16,6,3
0.859125315,0.535173568,0,0.2114082,0.368524884,0,04/03/2018 17:00,17,6,3
0.857863751,0.539443134,0,0.255614973,0.367487645,0,04/03/2018 18:00,18,6,3
0.85470984,0.53879446,0,0.262032086,0.368728264,0,04/03/2018 19:00,19,6,3
0.846299411,0.536692372,0,0.166131907,0.345176839,0,04/03/2018 20:00,20,6,3
0.835576114,0.537130925,0,0.090909091,0.345258191,0,04/03/2018 21:00,21,6,3
0.853448276,0.549650161,0,0.099108734,0.340743151,0,04/03/2018 22:00,22,6,3
0.874264087,0.552744441,0,0.093404635,0.338831377,0,04/03/2018 23:00,23,6,3
0.894659378,0.550779237,0,0.089483066,0.338383941,0,04/04/2018 00:00,0,2,4
0.88940286,0.541677747,0,0.09483066,0.338017857,0,04/04/2018 01:00,1,2,4
0.884146341,0.526127878,0,0.098039216,0.337794139,0,04/04/2018 02:00,2,2,4
0.875315391,0.53828703,0,0.098752228,0.336350139,0,04/04/2018 03:00,3,2,4
0.889823381,0.553123706,0,0.090909091,0.337977181,0,04/04/2018 04:00,4,2,4
0.870899916,0.557210178,0,0.107308378,0.361487929,0,04/04/2018 05:00,5,2,4
0.862489487,0.553067034,0,0.14402852,0.360857451,0,04/04/2018 06:00,6,2,4
0.882464256,0.551148912,0,0.302317291,0.362809901,0,04/04/2018 07:00,7,2,4
0.885618167,0.558682773,0,0.365775401,0.363704773,0,04/04/2018 08:00,8,2,4
0.882674516,0.576784617,0,0.24741533,0.360328662,0,04/04/2018 09:00,9,2,4
0.881623213,0.58462189,0,0.214973262,0.362565844,0,04/04/2018 10:00,10,2,4
0.849663583,0.586866965,0,0.184313725,0.363440379,0,04/04/2018 11:00,11,2,4
0.851976451,0.588667385,0,0.109090909,0.360471028,0,04/04/2018 12:00,12,2,4
0.834945332,0.588233191,0,0.112299465,0.359799874,0,04/04/2018 13:00,13,2,4
0.832632464,0.594661517,0,0.11942959,0.360694747,0,04/04/2018 14:00,14,2,4
0.836417157,0.596956289,0,0.11657754,0.361142183,0,04/04/2018 15:00,15,2,4
0.846299411,0.597488132,0,0.168627451,0.361915028,0,04/04/2018 16:00,16,2,4
0.869007569,0.601471723,0,0.288413547,0.361406577,0,04/04/2018 17:00,17,2,4
0.891505467,0.609043947,0,0.321212121,0.362911591,0,04/04/2018 18:00,18,2,4
0.911269975,0.615747784,0,0.320499109,0.363033619,0,04/04/2018 19:00,19,2,4
0.919049622,0.622319969,0,0.223529412,0.339848278,0,04/04/2018 20:00,20,2,4
0.906644239,0.625800489,0,0.141532977,0.339990645,0,04/04/2018 21:00,21,2,4
0.874053827,0.623179637,0,0.16969697,0.34393622,0,04/04/2018 22:00,22,2,4
0.860176619,0.624429904,0,0.163636364,0.346010698,0,04/04/2018 23:00,23,2,4
0.87804878,0.627079528,0,0.165062389,0.344607375,0,04/05/2018 00:00,0,4,5
0.87783852,0.629378659,0,0.163636364,0.343549798,0,04/05/2018 01:00,1,4,5
0.880992431,0.634908955,0,0.163279857,0.344729403,0,04/05/2018 02:00,2,4,5
0.894238856,0.639412183,0,0.159714795,0.344526022,0,04/05/2018 03:00,3,4,5
0.889192599,0.643318177,0,0.204278075,0.345278529,0,04/05/2018 04:00,4,4,5
0.882253995,0.641550889,0,0.234937611,0.350241006,0,04/05/2018 05:00,5,4,5
0.882464256,0.63699622,0,0.289839572,0.35778641,0,04/05/2018 06:00,6,4,5
0.886459209,0.632252355,0,0.378253119,0.360389676,0,04/05/2018 07:00,7,4,5
0.883515559,0.636221125,0,0.326203209,0.363745449,0,04/05/2018 08:00,8,4,5
0.886248949,0.63350611,0,0.268805704,0.369765503,0,04/05/2018 09:00,9,4,5
0.886459209,0.62856956,0,0.173975045,0.371514572,0,04/05/2018 10:00,10,4,5
0.902018503,0.627495412,0,0.130481283,0.373528036,0,04/05/2018 11:00,11,4,5
0.915895711,0.629430972,0,0.105525847,0.372877219,0,04/05/2018 12:00,12,4,5
0.915895711,0.622125541,0,0.099821747,0.373629726,0,04/05/2018 13:00,13,4,5
0.910639193,0.619230048,0,0.117647059,0.377148203,0,04/05/2018 14:00,14,4,5
0.909167368,0.62133388,0,0.119786096,0.375724542,0,04/05/2018 15:00,15,4,5
0.906013457,0.622653025,0,0.204991087,0.377453273,0,04/05/2018 16:00,16,4,5
0.90706476,0.621201355,0,0.242067736,0.377880372,0,04/05/2018 17:00,17,4,5
0.88940286,0.622415003,0,0.36399287,0.379568427,0,04/05/2018 18:00,18,4,5
0.879941127,0.621720992,0,0.366488414,0.383005552,0,04/05/2018 19:00,19,4,5
0.88078217,0.622265913,0,0.298395722,0.381683581,0,04/05/2018 20:00,20,4,5
0.881202691,0.626304432,0,0.16969697,0.380931074,0,04/05/2018 21:00,21,4,5
0.880571909,0.622347869,0,0.175757576,0.373161952,0,04/05/2018 22:00,22,4,5
0.881623213,0.619230048,0,0.159714795,0.372612825,0,04/05/2018 23:00,23,4,5
0.894449117,0.619856926,0,0.160427807,0.370965446,0,04/06/2018 00:00,0,0,6
0.893187553,0.618265756,0,0.159358289,0.371575586,0,04/06/2018 01:00,1,0,6
0.896551724,0.615607413,0,0.157219251,0.370782404,0,04/06/2018 02:00,2,0,6
0.896131203,0.613620412,0,0.180392157,0.370416319,0,04/06/2018 03:00,3,0,6
0.891505467,0.616624889,0,0.182887701,0.378795583,0,04/06/2018 04:00,4,0,6
0.900967199,0.618171593,0,0.257754011,0.379039639,0,04/06/2018 05:00,5,0,6
0.907275021,0.619563976,0,0.261675579,0.382883524,0,04/06/2018 06:00,6,0,6
0.912321278,0.6224368,0,0.2057041,0.383107242,0,04/06/2018 07:00,7,0,6
0.913793103,0.625359321,0,0.19714795,0.390164535,0,04/06/2018 08:00,8,0,6
0.91568545,0.624016635,0,0.165775401,0.391161097,0,04/06/2018 09:00,9,0,6
0.912531539,0.623009621,0,0.107308378,0.393052533,0,04/06/2018 10:00,10,0,6
0.909377628,0.625561596,0,0.102673797,0.391689886,0,04/06/2018 11:00,11,0,6
0.915054668,0.62176197,0,0.087344029,0.381744595,0,04/06/2018 12:00,12,0,6
0.916736754,0.621520461,0,0.079500891,0.384429214,0,04/06/2018 13:00,13,0,6
0.902228764,0.617789713,0,0.111229947,0.385568143,0,04/06/2018 14:00,14,0,6
0.890874685,0.615794866,0,0.146167558,0.384652932,0,04/06/2018 15:00,15,0,6
0.886459209,0.616525496,0,0.200713012,0.38221237,0,04/06/2018 16:00,16,0,6
0.868797309,0.615642288,0,0.310516934,0.384429214,0,04/06/2018 17:00,17,0,6
0.867535744,0.610065783,0,0.273083779,0.384205495,0,04/06/2018 18:00,18,0,6
0.891084945,0.607430108,0,0.25026738,0.384002115,0,04/06/2018 19:00,19,0,6
0.929772918,0.610935041,0,0.220677362,0.384347861,0,04/06/2018 20:00,20,0,6
0.928301093,0.611758962,0,0.166131907,0.38487665,0,04/06/2018 21:00,21,0,6
0.912321278,0.609074462,0,0.15828877,0.386869776,0,04/06/2018 22:00,22,0,6
0.902649285,0.606903497,0,0.136541889,0.390286563,0,04/06/2018 23:00,23,0,6
0.907485282,0.606115323,0,0.118360071,0.390428929,0,04/07/2018 00:00,0,2,7
0.90979815,0.602738556,0,0.118360071,0.390652647,0,04/07/2018 01:00,1,2,7
0.908116064,0.599687869,0,0.11942959,0.389513718,0,04/07/2018 02:00,2,2,7
0.894659378,0.595859471,0,0.126559715,0.382110679,0,04/07/2018 03:00,3,2,7
0.874053827,0.59444442,0,0.13368984,0.387866339,0,04/07/2018 04:00,4,2,7
0.879100084,0.596277971,0,0.166131907,0.389554394,0,04/07/2018 05:00,5,2,7
0.878679563,0.598115881,0,0.211764706,0.396530334,0,04/07/2018 06:00,6,2,7
0.869848612,0.599717513,0,0.28342246,0.397567573,0,04/07/2018 07:00,7,2,7
0.872371741,0.598053106,0,0.374688057,0.400862332,0,04/07/2018 08:00,8,2,7
0.868797309,0.591480921,0,0.378253119,0.400903008,0,04/07/2018 09:00,9,2,7
0.871110177,0.58446844,0,0.255258467,0.400414896,0,04/07/2018 10:00,10,2,7
0.870269134,0.584116203,0,0.165418895,0.402713092,0,04/07/2018 11:00,11,2,7
0.876576955,0.577989546,0,0.132976827,0.402326669,0,04/07/2018 12:00,12,2,7
0.878679563,0.573985902,0,0.132620321,0.402916472,0,04/07/2018 13:00,13,2,7
0.881833474,0.575505578,0,0.140463458,0.404279119,0,04/07/2018 14:00,14,2,7
0.884356602,0.57870797,0,0.168270945,0.403201204,0,04/07/2018 15:00,15,2,7
0.886459209,0.580993151,0,0.243493761,0.402184303,0,04/07/2018 16:00,16,2,7
0.884987384,0.582061197,0,0.416755793,0.400516586,0,04/07/2018 17:00,17,2,7
0.882043734,0.577966878,0,0.431729055,0.402123289,0,04/07/2018 18:00,18,2,7
0.881202691,0.587531333,0,0.431729055,0.402163965,0,04/07/2018 19:00,19,2,7
0.880571909,0.594321486,0,0.291265597,0.403506274,0,04/07/2018 20:00,20,2,7
0.878259041,0.59561709,0,0.173262032,0.403160528,0,04/07/2018 21:00,21,2,7
0.875735913,0.603437798,0,0.193226381,0.40785861,0,04/07/2018 22:00,22,2,7
0.889192599,0.604110885,0,0.188948307,0.408956863,0,04/07/2018 23:00,23,2,7
0.896551724,0.596538661,0,0.17540107,0.410177144,0,04/08/2018 00:00,0,5,8
0.900967199,0.604559028,0,0.151515152,0.411173707,0,04/08/2018 01:00,1,5,8
0.903490328,0.604525025,0,0.151871658,0.410360186,0,04/08/2018 02:00,2,5,8
0.882884777,0.604386397,0,0.150089127,0.406455287,0,04/08/2018 03:00,3,5,8
0.842724979,0.60761233,0,0.149376114,0.408733145,0,04/08/2018 04:00,4,5,8
0.816021867,0.607165059,0,0.220677362,0.409628018,0,04/08/2018 05:00,5,5,8
0.822119428,0.609223553,0,0.27486631,0.410685595,0,04/08/2018 06:00,6,5,8
0.828006728,0.611245428,0,0.294117647,0.410156806,0,04/08/2018 07:00,7,5,8
0.820227082,0.615761734,0,0.404634581,0.409424637,0,04/08/2018 08:00,8,5,8
0.835155593,0.614541111,0,0.395008913,0.408997539,0,04/08/2018 09:00,9,5,8
0.848402019,0.612416355,0,0.351871658,0.408082328,0,04/08/2018 10:00,10,5,8
0.847140454,0.61251662,0,0.316934046,0.409872074,0,04/08/2018 11:00,11,5,8
0.860807401,0.610984738,0,0.162923351,0.409546666,0,04/08/2018 12:00,12,5,8
0.857232969,0.606445763,0,0.123707665,0.409689032,0,04/08/2018 13:00,13,5,8
0.858074012,0.599549241,0,0.124420677,0.411051679,0,04/08/2018 14:00,14,5,8
0.865012616,0.597550907,0,0.124064171,0.41021782,0,04/08/2018 15:00,15,5,8
0.870269134,0.60063298,0,0.28342246,0.409160243,0,04/08/2018 16:00,16,5,8
0.88078217,0.603003605,0,0.46916221,0.41257703,0,04/08/2018 17:00,17,5,8
0.880992431,0.605131849,0,0.469875223,0.413573593,0,04/08/2018 18:00,18,5,8
0.882043734,0.60752863,0,0.460249554,0.413024467,0,04/08/2018 19:00,19,5,8
0.88078217,0.61022272,0,0.280213904,0.413797311,0,04/08/2018 20:00,20,5,8
0.876997477,0.614350171,0,0.150445633,0.415058268,0,04/08/2018 21:00,21,5,8
0.871530698,0.617694679,0,0.171479501,0.420102097,0,04/08/2018 22:00,22,5,8
